Country	Div Rank	Gender Rank	Overall Rank	Swim	Bike	Run	Finish	Points
USA	30	1517	2004	01:24:13	06:53:04	07:04:57	15:43:35	1664
USA	181	1519	2007	01:33:52	07:34:20	06:22:50	15:45:48	1000
USA	336	1520	2009	01:51:26	08:27:48	05:03:58	15:46:42	1000
USA	31	1521	2010	01:27:09	07:18:16	06:39:20	15:47:10	1621
USA	182	1523	2012	01:36:09	07:24:17	06:23:13	15:47:59	1000
USA	32	1526	2018	01:43:37	07:42:24	06:03:54	15:50:08	1585
USA	291	1527	2020	01:54:36	08:20:11	05:19:10	15:50:57	1000
USA	1	1528	2021	02:19:34	08:01:03	04:45:56	15:50:58	5000
USA	83	1530	2024	01:35:41	07:18:13	06:38:58	15:51:22	1000
USA	219	1531	2025	01:46:42	07:45:17	05:54:20	15:51:48	1000
USA	183	1532	2026	01:37:32	08:15:53	05:37:38	15:52:08	1000
USA	204	1535	2030	01:31:05	07:33:23	06:23:48	15:53:50	1000
USA	293	1536	2031	01:39:52	07:00:15	06:58:06	15:54:00	1000
USA	10	1538	2035	01:18:53	07:42:39	06:40:15	15:56:38	1747
USA	85	1541	2038	01:48:50	07:41:03	06:05:20	15:57:03	1000
USA	206	1543	2040	01:27:23	07:34:22	06:29:17	15:59:08	1000
USA	295	1544	2041	01:30:35	07:27:03	06:33:11	15:59:12	1000
USA	33	1546	2044	01:33:43	07:19:03	06:10:12	15:59:32	1472
USA	1	1550	2048	01:36:27	07:55:54	06:05:31	16:00:52	5000
USA	297	1552	2050	01:30:33	06:54:18	07:18:02	16:01:46	1000
USA	299	1554	2052	01:28:56	07:44:16	06:26:27	16:01:55	1000
USA	185	1555	2053	01:12:51	07:40:52	06:43:58	16:02:03	1000
USA	340	1556	2054	01:23:06	07:33:22	06:44:28	16:02:08	1000
USA	341	1557	2057	01:16:50	07:27:06	06:59:11	16:03:30	1000
USA	222	1559	2060	01:29:25	07:29:03	06:43:03	16:04:56	1000
USA	301	1560	2061	01:36:51	07:53:36	06:17:30	16:05:11	1000
USA	302	1561	2062	01:41:37	07:34:31	06:29:18	16:06:29	1000
USA	342	1562	2064	01:26:01	07:32:08	06:35:42	16:06:36	1000
USA	343	1566	2070	01:26:49	07:29:07	06:48:02	16:08:00	1000
USA	35	1570	2074	01:44:47	07:13:05	06:53:47	16:08:52	1360
USA	186	1572	2077	01:14:10	07:39:53	07:03:47	16:11:43	1000
USA	303	1574	2089	01:30:45	07:50:27	06:40:50	16:18:28	1000
USA	88	1575	2090	01:59:47	07:45:47	06:06:37	16:18:29	1000
USA	224	1577	2093	01:58:38	07:38:59	06:15:22	16:21:48	1000
USA	347	1579	2098	01:32:38	07:50:33	06:39:22	16:23:18	1000
USA	348	1580	2099	01:31:38	07:46:02	06:44:48	16:23:20	1000
USA	349	1581	2100	01:30:58	07:58:09	06:28:53	16:23:29	1000
USA	304	1582	2101	01:23:28	07:21:04	07:20:40	16:23:53	1000
USA	211	1588	2108	01:43:51	07:34:05	06:51:22	16:26:38	1000
USA	37	1589	2109	01:40:58	07:14:31	07:05:07	16:27:15	1140
USA	187	1594	2116	01:14:32	07:16:49	07:39:19	16:31:51	1000
USA	350	1595	2117	01:43:20	08:07:41	06:25:41	16:32:19	1000
USA	89	1600	2131	01:34:14	07:35:18	07:05:16	16:39:01	1000
USA	308	1602	2134	01:38:24	08:30:22	06:16:16	16:39:39	1000
USA	215	1603	2135	01:44:20	08:11:28	06:18:08	16:40:01	1000
USA	90	1604	2136	01:34:05	07:35:47	07:15:52	16:40:05	1000
USA	188	1605	2137	01:17:33	07:49:08	07:14:54	16:41:00	1000
USA	309	1606	2139	01:48:13	08:22:58	06:10:25	16:41:43	1000
USA	114	1607	2140	01:29:17	08:26:21	06:22:28	16:42:14	1000
USA	39	1608	2141	01:42:01	07:12:46	07:29:58	16:43:42	1000
USA	11	1610	2146	01:46:51	08:11:38	06:23:13	16:45:49	1157
USA	228	1612	2148	01:18:43	08:27:26	06:44:42	16:50:49	1000
USA	---	---	---	01:42:14	07:48:18	07:23:54	DNF	---
USA	---	---	---	02:04:43	---	---	DNF	---
USA	---	---	---	01:38:14	08:46:21	---	DNF	---
USA	---	---	---	01:38:29	---	---	DNF	---
USA	---	---	---	01:30:56	08:08:06	---	DNF	---
USA	---	---	---	---	---	---	DQ	---
USA	---	---	---	01:13:04	06:10:31	---	DNF	---
USA	---	---	---	01:20:45	07:37:08	---	DNF	---
USA	---	---	---	02:08:04	---	---	DNF	---
USA	---	---	---	01:33:18	---	---	DNF	---
USA	---	---	---	01:12:27	05:32:52	---	DNF	---
USA	---	---	---	01:52:22	08:19:21	06:32:26	DNF	---
USA	---	---	---	01:12:23	---	---	DNF	---
USA	---	---	---	01:06:24	05:11:28	---	DNF	---
USA	---	---	---	01:23:17	07:00:45	---	DNF	---
USA	---	---	---	01:17:52	---	---	DNF	---
USA	---	---	---	01:13:41	05:57:48	---	DNF	---
USA	---	---	---	00:53:55	---	---	DNF	---
USA	---	---	---	00:49:16	05:02:11	---	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	00:54:26	---	---	DNF	---
USA	---	---	---	01:45:58	07:53:04	---	DNF	---
USA	---	---	---	01:08:00	---	---	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	02:08:08	---	---	DNF	---
USA	---	---	---	01:12:42	06:15:24	---	DNF	---
USA	---	---	---	01:01:16	04:48:50	---	DNF	---
USA	---	---	---	01:18:08	---	---	DNF	---
USA	---	---	---	01:44:16	---	---	DNF	---
USA	---	---	---	01:09:32	05:54:45	---	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	01:19:21	06:00:04	---	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	01:07:28	---	---	DNF	---
USA	---	---	---	01:02:39	---	---	DNF	---
USA	---	---	---	01:47:38	07:58:19	---	DNF	---
USA	---	---	---	01:33:00	08:43:19	06:36:36	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	01:05:36	05:06:53	---	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	01:31:27	04:32:06	---	DNF	---
USA	---	---	---	00:53:21	05:11:59	---	DNF	---
USA	---	---	---	---	---	---	DQ	---
USA	---	---	---	01:10:16	---	---	DNF	---
USA	---	---	---	01:38:06	08:34:36	---	DNF	---
USA	---	---	---	01:00:49	05:14:16	---	DNF	---
USA	---	---	---	01:29:57	06:59:02	---	DNF	---
USA	---	---	---	01:21:00	05:45:06	---	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	01:18:40	---	---	DNF	---
USA	---	---	---	01:17:07	06:25:03	---	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	01:27:22	06:35:23	---	DNF	---
USA	---	---	---	01:07:05	06:12:23	---	DNF	---
USA	---	---	---	01:28:15	---	---	DNF	---
USA	---	---	---	01:52:48	---	---	DNF	---
USA	---	---	---	01:21:45	---	---	DNF	---
USA	---	---	---	01:33:30	08:37:22	---	DNF	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	---	---	---	DNS	---
USA	---	---	---	---	---	---	DQ	---
USA	---	---	---	01:32:56	---	---	DNF	---
USA	---	---	---	01:31:34	---	---	DNF	---
